,Unnamed: 0_x,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Unnamed: 0_y,mean_duration,mean_distance,predicted_fare,tip_percent,generous,day,am_rush,daytime,pm_rush,nighttime,month
11752,19965237,2,2017-03-09 17:36:08,2017-03-09 17:43:53,1,1.36,1,N,262,141,1,7.0,1.0,0.5,1.0,0.0,0.3,9.8,11752,6.870833333333334,1.0391666666666668,6.985160875657905,0.114,0,thursday,0,0,1,0,mar
11753,84554730,1,2017-10-08 00:42:31,2017-10-08 00:47:35,3,1.1,1,N,79,170,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,11753,8.98030303030303,1.6231818181818185,8.891608370679032,0.199,0,sunday,0,0,0,1,oct
11755,1029287,1,2017-01-04 15:41:29,2017-01-04 15:45:36,1,0.4,1,N,236,236,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35,11755,4.19469696969697,0.5816363636363636,5.436368345542461,0.198,0,wednesday,0,1,0,0,jan
11756,81051265,2,2017-09-26 22:17:10,2017-09-26 22:31:01,3,2.08,1,N,68,230,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,11756,13.116666666666667,1.3257692307692308,9.343455966358432,0.2,1,tuesday,0,0,0,1,sep
11757,112159808,2,2017-01-18 05:29:03,2017-01-18 05:45:18,5,8.72,1,N,262,138,1,25.0,0.5,0.5,6.37,5.54,0.3,38.21,11757,17.635714285714286,8.264285714285714,24.4757906612962,0.2,1,wednesday,0,0,0,1,jan
11758,24627696,2,2017-03-24 16:04:21,2017-03-24 16:41:33,1,8.3,1,N,263,138,1,31.0,1.0,0.5,9.64,5.76,0.3,48.2,11758,27.75555555555556,8.676666666666668,28.033462492862256,0.25,1,friday,0,0,1,0,mar
11759,3272147,2,2017-01-12 19:31:39,2017-01-12 19:46:00,1,1.07,1,N,43,50,1,10.0,1.0,0.5,2.36,0.0,0.3,14.16,11759,10.85,1.6275,9.268056215650988,0.2,1,thursday,0,0,1,0,jan
11760,54350026,1,2017-06-26 06:56:49,2017-06-26 07:01:08,1,1.6,1,N,107,162,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,11760,10.026515151515152,1.5677272727272729,9.028933786564574,0.199,0,monday,1,0,0,0,jun
11762,94125580,2,2017-11-07 03:41:28,2017-11-07 03:49:59,1,1.61,1,N,189,49,1,8.0,0.5,0.5,2.32,0.0,0.3,11.62,11762,8.816666666666666,1.505,8.456496556802993,0.249,1,tuesday,0,0,0,1,nov
11764,59037855,1,2017-07-11 17:53:24,2017-07-11 17:58:08,1,1.0,1,N,236,237,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36,11764,8.305228758169935,1.0023529411764704,7.421897059925454,0.2,1,tuesday,0,0,1,0,jul
11765,19714565,1,2017-03-08 23:27:00,2017-03-08 23:58:03,3,8.8,1,N,181,102,1,29.5,0.5,0.5,6.15,0.0,0.3,36.95,11765,31.05,8.8,29.352553844179678,0.2,1,wednesday,0,0,0,1,mar
11767,23140884,1,2017-03-20 10:15:27,2017-03-20 10:29:58,1,5.6,1,N,140,87,1,18.5,0.0,0.5,3.0,0.0,0.3,22.3,11767,18.05555555555556,5.8933333333333335,19.889662653005317,0.155,0,monday,0,1,0,0,mar
11768,105895011,2,2017-12-14 10:15:38,2017-12-14 10:22:42,1,0.77,1,N,107,234,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12,11768,6.609090909090909,0.6842424242424242,6.204823520927936,0.249,1,thursday,0,1,0,0,dec
11769,75407988,1,2017-09-08 12:23:32,2017-09-08 12:30:59,1,0.7,1,N,161,164,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,11769,9.106666666666667,0.9766666666666668,7.59436647362697,0.199,0,friday,0,1,0,0,sep
11770,24969476,2,2017-03-30 17:34:38,2017-03-30 17:53:30,1,1.65,1,N,246,170,1,12.5,1.0,0.5,2.86,0.0,0.3,17.16,11770,13.156060606060606,1.7463636363636363,10.148479241362738,0.2,1,thursday,0,0,1,0,mar
11771,65383235,1,2017-08-02 09:15:00,2017-08-02 09:22:01,1,1.0,1,N,237,237,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,11771,4.660763888888889,0.6016666666666667,5.606349875076465,0.2,1,wednesday,1,0,0,0,aug
11772,101033526,2,2017-11-29 20:44:26,2017-11-29 21:00:56,1,2.8,1,N,164,148,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3,11772,14.620833333333334,2.6725,12.402857309612688,0.07,0,wednesday,0,0,0,1,nov
11773,35426133,1,2017-04-10 19:47:33,2017-04-10 19:54:40,1,1.7,1,N,170,141,1,8.0,1.0,0.5,1.95,0.0,0.3,11.75,11773,11.305882352941175,1.916470588235294,10.080942008513048,0.199,0,monday,0,0,1,0,apr
11774,34119350,2,2017-04-25 08:00:49,2017-04-25 08:13:39,3,2.18,1,N,13,158,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,11774,11.952083333333334,2.35,11.0595430068295,0.2,1,tuesday,1,0,0,0,apr
11777,79144030,2,2017-09-20 15:44:41,2017-09-20 15:51:33,1,1.15,1,N,249,68,1,6.5,0.0,0.5,1.1,0.0,0.3,8.4,11777,7.037179487179487,1.1223076923076922,7.1972664673791344,0.151,0,wednesday,0,1,0,0,sep
11778,70477420,2,2017-08-20 19:46:06,2017-08-20 19:59:27,1,2.4,1,N,140,239,1,11.5,0.0,0.5,1.2,0.0,0.3,13.5,11778,17.061904761904763,2.347142857142857,12.435714654743842,0.098,0,sunday,0,0,1,0,aug
11779,92867756,2,2017-11-03 07:56:51,2017-11-03 08:04:15,4,1.22,1,N,113,231,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75,11779,10.735185185185186,1.7366666666666668,9.519758478591138,0.25,1,friday,1,0,0,0,nov
11781,59873653,2,2017-07-14 08:46:59,2017-07-14 08:59:26,1,1.93,1,N,45,107,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,11781,20.366666666666667,3.14,14.937979095127645,0.2,1,friday,1,0,0,0,jul
11782,81131640,2,2017-09-27 08:11:28,2017-09-27 08:47:16,1,3.49,1,N,75,170,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,11782,35.8,3.49,19.9424343894959,0.2,1,wednesday,1,0,0,0,sep
11785,88471636,2,2017-10-20 13:58:03,2017-10-20 14:32:39,1,7.44,1,N,261,262,1,27.5,0.0,0.5,5.66,0.0,0.3,33.96,11785,24.094444444444445,7.41,24.487544241416582,0.2,1,friday,0,1,0,0,oct
11786,32634539,2,2017-04-21 01:25:10,2017-04-21 01:30:34,1,1.23,1,N,239,163,1,6.5,0.5,0.5,2.34,0.0,0.3,10.14,11786,11.007142857142858,1.6419047619047618,9.340615829505706,0.3,1,friday,0,0,0,1,apr
11787,69710105,2,2017-08-17 22:24:54,2017-08-17 22:32:21,5,1.95,1,N,261,249,1,8.0,0.5,0.5,1.2,0.0,0.3,10.5,11787,7.45,1.95,9.050158974281144,0.129,0,thursday,0,0,0,1,aug
11788,12455890,2,2017-02-16 23:04:33,2017-02-16 23:38:35,2,17.57,2,N,79,132,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,11788,47.020833333333336,16.9675,52.0,0.2,1,thursday,0,0,0,1,feb
11790,64893988,1,2017-07-31 15:33:16,2017-07-31 15:50:30,1,2.8,1,N,43,229,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,11790,15.338888888888889,2.7433333333333336,12.854203802068453,0.2,1,monday,0,1,0,0,jul
11791,30435189,1,2017-04-14 19:08:37,2017-04-14 19:39:44,2,17.1,2,N,79,132,1,52.0,4.5,0.5,6.0,5.76,0.3,69.06,11791,47.020833333333336,16.9675,52.0,0.095,0,friday,0,0,1,0,apr
11792,73720141,2,2017-09-02 01:40:35,2017-09-02 01:49:10,2,1.21,1,N,144,87,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,11792,6.673333333333334,1.3199999999999998,7.511754668202246,0.2,1,saturday,0,0,0,1,sep
11793,75925134,2,2017-09-09 23:08:36,2017-09-09 23:28:38,1,1.7,1,N,158,148,1,13.0,0.5,0.5,4.29,0.0,0.3,18.59,11793,16.509999999999998,1.944,11.47831174154922,0.3,1,saturday,0,0,0,1,sep
11794,47648494,2,2017-06-02 18:10:59,2017-06-02 18:25:19,1,1.36,1,N,236,239,1,10.0,1.0,0.5,2.36,0.0,0.3,14.16,11794,9.2734693877551,1.4675510204081632,8.509348023137917,0.2,1,friday,0,0,1,0,jun
11795,25511436,1,2017-03-30 18:37:01,2017-03-30 18:49:28,1,1.6,1,N,68,50,1,9.5,1.0,0.5,1.7,0.0,0.3,13.0,11795,10.196296296296296,1.5344444444444445,9.00998854015824,0.15,0,thursday,0,0,1,0,mar
11796,9605921,1,2017-02-10 17:02:15,2017-02-10 17:09:23,1,1.0,1,N,163,43,1,6.5,1.0,0.5,2.05,0.0,0.3,10.35,11796,12.257291666666667,1.6275,9.77059094993632,0.247,1,friday,0,0,1,0,feb
11797,82953284,2,2017-10-03 06:39:51,2017-10-03 07:10:13,1,14.15,1,N,138,209,1,39.5,0.0,0.5,9.21,5.76,0.3,55.27,11797,30.9,12.95,37.42687966064294,0.2,1,tuesday,1,0,0,0,oct
11798,73081454,2,2017-08-30 18:48:00,2017-08-30 18:52:47,5,0.56,1,N,230,230,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16,11798,4.755555555555556,0.7033333333333334,5.813864074153472,0.2,1,wednesday,0,0,1,0,aug
11802,6872211,2,2017-01-31 06:54:48,2017-01-31 07:07:05,1,2.59,1,N,263,161,1,11.0,0.0,0.5,1.0,0.0,0.3,12.8,11802,22.48,2.4,14.053074447842896,0.085,0,tuesday,1,0,0,0,jan
11805,38893889,2,2017-05-07 10:31:45,2017-05-07 10:34:53,3,0.7,1,N,107,170,1,4.5,0.0,0.5,0.7,0.0,0.3,6.0,11805,8.030952380952382,1.0014285714285716,7.277841304204715,0.132,0,sunday,0,1,0,0,may
11807,26628666,1,2017-04-01 00:04:28,2017-04-01 00:07:21,1,0.3,1,N,158,68,1,4.0,0.5,0.5,1.0,0.0,0.3,6.3,11807,10.964444444444444,1.176,8.510047356352455,0.189,0,saturday,0,0,0,1,apr
11808,11785368,2,2017-02-15 06:20:59,2017-02-15 06:28:19,5,1.49,1,N,142,239,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,11808,6.278333333333333,0.9965,6.823047668841782,0.2,1,wednesday,1,0,0,0,feb
11809,55905437,2,2017-06-09 05:27:32,2017-06-09 05:53:03,5,15.27,2,N,164,132,1,52.0,0.0,0.5,9.5,5.76,0.3,68.06,11809,39.91666666666666,16.44333333333333,52.0,0.162,0,friday,0,0,0,1,jun
11810,9668630,1,2017-02-10 19:53:56,2017-02-10 20:15:11,2,1.9,1,N,113,100,1,14.0,1.0,0.5,3.95,0.0,0.3,19.75,11810,13.970833333333331,1.9775,10.968333846192326,0.25,1,friday,0,0,1,0,feb
11811,59147573,2,2017-07-11 23:10:38,2017-07-11 23:39:29,1,7.75,1,N,137,61,1,27.0,0.5,0.5,3.3,0.0,0.3,31.6,11811,29.872222222222224,8.133333333333333,27.541405383864376,0.117,0,tuesday,0,0,0,1,jul
11812,18644053,2,2017-03-05 21:41:53,2017-03-05 21:51:12,1,1.78,1,N,186,224,1,8.5,0.5,0.5,0.0,0.0,0.3,9.8,11812,13.163333333333332,2.0580000000000003,10.77153774120318,0.0,0,sunday,0,0,0,1,mar
11813,104049954,2,2017-12-08 19:13:29,2017-12-08 19:24:45,1,1.12,1,N,48,100,1,8.0,1.0,0.5,1.0,0.0,0.3,10.8,11813,10.4325,0.943,7.787473120674555,0.102,0,friday,0,0,1,0,dec
11814,26134216,1,2017-03-30 12:05:19,2017-03-30 12:20:33,1,2.7,1,N,264,264,1,13.0,0.0,0.5,3.45,0.0,0.3,17.25,11814,15.618772563176892,3.1915162454873647,13.825449693673685,0.25,1,thursday,0,1,0,0,mar
11818,1862449,1,2017-01-21 04:41:16,2017-01-21 04:45:25,1,0.9,1,N,90,186,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15,11818,5.81159420289855,0.6947826086956522,6.113073155034203,0.199,0,saturday,0,0,0,1,jan
11819,41379507,1,2017-05-09 14:31:27,2017-05-09 14:43:02,1,2.0,1,N,107,229,1,9.5,0.0,0.5,2.55,0.0,0.3,12.85,11819,13.796296296296298,1.911111111111111,10.765260657139391,0.248,1,tuesday,0,1,0,0,may
11820,88953928,2,2017-10-21 22:29:29,2017-10-21 22:43:55,5,1.14,1,N,90,79,1,10.0,0.5,0.5,1.0,0.0,0.3,12.3,11820,13.119607843137254,1.474705882352941,9.68520855012959,0.088,0,saturday,0,0,0,1,oct
11821,80499028,1,2017-09-25 05:53:09,2017-09-25 06:03:32,1,2.8,1,N,238,100,1,10.5,0.0,0.5,2.0,0.0,0.3,13.3,11821,12.655555555555557,3.1666666666666665,12.948985444290468,0.177,0,monday,0,0,0,1,sep
11822,26093070,2,2017-03-30 09:32:06,2017-03-30 09:55:54,1,2.03,1,N,141,161,1,15.0,0.0,0.5,0.2,0.0,0.3,16.0,11822,13.516666666666667,1.5977777777777775,9.95301157973122,0.013,0,thursday,1,0,0,0,mar
11823,46429241,2,2017-05-30 22:39:53,2017-05-30 22:43:40,1,0.55,1,N,107,224,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8,11823,6.1194444444444445,0.8533333333333334,6.405142380529067,0.0,0,tuesday,0,0,0,1,may
11824,102990073,2,2017-12-05 19:04:17,2017-12-05 19:10:14,1,0.72,1,N,239,142,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36,11824,5.764550264550265,0.8944444444444445,6.388028393016259,0.2,1,tuesday,0,0,1,0,dec
11825,14369821,2,2017-02-23 07:50:23,2017-02-23 08:09:34,1,2.45,1,N,170,236,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,11825,15.94097222222222,2.4779166666666668,12.383502402813354,0.2,1,thursday,1,0,0,0,feb
11826,86830470,1,2017-10-15 10:20:25,2017-10-15 10:26:59,1,0.9,1,N,79,234,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,11826,8.601449275362318,1.2756521739130435,8.04919389693234,0.137,0,sunday,0,1,0,0,oct
11829,81686068,2,2017-09-28 21:01:59,2017-09-28 21:08:10,1,0.93,1,N,43,162,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49,11829,12.328333333333331,1.593,9.611862625753837,0.3,1,thursday,0,0,0,1,sep
11830,8579225,1,2017-02-04 23:34:31,2017-02-04 23:48:47,1,2.0,1,N,234,231,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,11830,16.065833333333334,2.375,12.323057337588349,0.199,0,saturday,0,0,0,1,feb
11832,94314705,1,2017-11-07 17:40:59,2017-11-07 18:14:53,1,5.1,1,N,229,42,1,23.5,0.0,0.5,1.0,0.0,0.3,25.3,11832,33.9,5.1,22.73041208427325,0.041,0,tuesday,0,0,1,0,nov
11835,85671465,1,2017-10-11 21:11:50,2017-10-11 21:31:38,1,2.6,1,N,229,90,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,11835,19.466666666666665,2.466666666666667,13.45480011686819,0.199,0,wednesday,0,0,0,1,oct
11836,103304992,1,2017-12-06 18:31:20,2017-12-06 18:52:14,3,1.5,1,N,48,186,1,13.5,1.0,0.5,3.05,0.0,0.3,18.35,11836,8.594642857142857,1.0982142857142858,7.737827085035203,0.199,0,wednesday,0,0,1,0,dec
11838,10503560,1,2017-02-13 06:45:34,2017-02-13 06:53:04,1,1.9,1,N,48,90,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,11838,9.523958333333333,1.731875,9.21579898593812,0.199,0,monday,1,0,0,0,feb
11839,78875919,1,2017-09-19 16:33:48,2017-09-19 17:06:20,4,2.7,5,N,231,265,1,99.0,0.0,0.0,10.7,0.0,0.3,110.0,11839,25.95,9.063333333333333,28.476134549379506,0.108,0,tuesday,0,0,1,0,sep
11840,87108894,2,2017-10-16 10:19:34,2017-10-16 10:25:32,2,0.5,1,N,79,107,1,5.5,0.0,0.5,1.58,0.0,0.3,7.88,11840,6.634567901234568,0.9588888888888888,6.781314239509767,0.251,1,monday,0,1,0,0,oct
11841,29788204,2,2017-04-30 22:44:47,2017-04-30 22:58:15,2,2.5,1,N,161,68,1,11.0,0.5,0.5,3.69,0.0,0.3,15.99,11841,14.04035087719298,1.927894736842105,10.779078419226826,0.3,1,sunday,0,0,0,1,apr
11842,48756251,1,2017-06-05 20:13:03,2017-06-05 20:28:17,2,3.1,1,N,249,256,1,13.5,0.5,0.5,1.5,0.0,0.3,16.3,11842,13.683333333333334,3.4000000000000004,13.722859116679128,0.101,0,monday,0,0,0,1,jun
11843,95806186,2,2017-11-12 00:29:07,2017-11-12 00:31:59,5,0.72,1,N,164,100,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8,11843,7.273333333333331,0.6866666666666668,6.483286173453477,0.0,0,sunday,0,0,0,1,nov
11845,105324472,1,2017-12-12 18:28:33,2017-12-12 18:42:59,1,1.2,1,N,237,142,1,9.5,1.0,0.5,3.35,0.0,0.3,14.65,11845,10.807142857142855,1.395,8.9025724228454,0.296,1,tuesday,0,0,1,0,dec
11846,73247484,1,2017-08-31 11:34:50,2017-08-31 11:42:34,1,0.8,1,N,161,237,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,11846,8.365454545454545,1.0229090909090908,7.4796685432424175,0.199,0,thursday,0,1,0,0,aug
11847,40971437,2,2017-05-08 10:12:56,2017-05-08 10:19:42,1,1.02,1,N,100,142,1,6.5,0.0,0.5,2.0,0.0,0.3,9.3,11847,11.6,1.6958333333333335,9.613533130318467,0.274,1,monday,0,1,0,0,may
11850,68661707,2,2017-08-14 06:16:44,2017-08-14 06:18:40,1,0.61,1,N,161,163,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0,11850,9.983333333333334,0.7276315789473684,7.232938164670699,0.25,1,monday,1,0,0,0,aug
11851,15206731,1,2017-02-25 15:47:39,2017-02-25 16:06:23,1,3.1,1,N,231,113,1,14.5,0.0,0.5,0.0,0.0,0.3,15.3,11851,11.755555555555556,1.7546666666666666,9.883989331324798,0.0,0,saturday,0,1,0,0,feb
11852,55223659,2,2017-06-05 09:10:07,2017-06-05 09:39:33,6,3.61,1,N,261,100,1,19.5,0.0,0.5,5.08,0.0,0.3,25.38,11852,29.008333333333333,3.655,18.486225276023603,0.25,1,monday,1,0,0,0,jun
11853,51985389,2,2017-06-19 09:35:24,2017-06-19 10:05:51,1,10.96,1,N,161,138,1,35.5,0.0,0.5,10.52,5.76,0.3,52.58,11853,34.97266666666666,10.7572,34.193625894822844,0.25,1,monday,1,0,0,0,jun
11855,13913537,1,2017-02-21 18:15:54,2017-02-21 18:22:18,1,0.7,1,N,144,45,1,6.0,1.0,0.5,1.95,0.0,0.3,9.75,11855,6.391666666666668,0.8,6.484630992715874,0.25,1,tuesday,0,0,1,0,feb
11856,63478973,1,2017-07-26 17:53:35,2017-07-26 18:01:09,2,0.8,1,N,234,90,1,6.5,1.0,0.5,0.42,0.0,0.3,8.72,11856,5.492708333333333,0.659375,5.975586926835493,0.051,0,wednesday,0,0,1,0,jul
11859,75404804,1,2017-09-08 12:39:09,2017-09-08 13:14:56,1,11.4,1,N,107,138,1,37.0,0.0,0.5,9.45,0.0,0.3,47.25,11859,31.05,10.385,32.46701077213993,0.25,1,friday,0,1,0,0,sep
11860,25320150,1,2017-03-28 09:38:09,2017-03-28 10:00:26,1,1.4,1,N,246,100,1,14.0,0.0,0.5,3.7,0.0,0.3,18.5,11860,10.068333333333332,0.971,7.851445946791523,0.25,1,tuesday,1,0,0,0,mar
11862,75970753,2,2017-09-10 02:46:25,2017-09-10 03:03:41,1,5.09,1,N,163,116,1,17.0,0.5,0.5,2.0,0.0,0.3,20.3,11862,17.366666666666667,5.163333333333333,18.132868450959677,0.109,0,sunday,0,0,0,1,sep
11863,71564944,1,2017-08-24 19:44:41,2017-08-24 20:20:26,1,14.1,5,N,48,265,1,80.0,0.0,0.0,18.15,10.5,0.3,108.95,11863,31.133333333333333,10.13,31.982102613927385,0.2,1,thursday,0,0,1,0,aug
11864,101040652,1,2017-11-29 20:58:43,2017-11-29 21:06:11,1,1.3,1,N,4,107,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,11864,8.456666666666667,1.298,8.053324205862864,0.199,0,wednesday,0,0,0,1,nov
11865,99202130,2,2017-11-22 18:24:47,2017-11-22 18:26:13,1,0.5,1,N,43,236,1,3.5,1.0,0.5,1.06,0.0,0.3,6.36,11865,10.399462365591395,1.2558064516129033,8.40161397207218,0.2,1,wednesday,0,0,1,0,nov
11866,112997143,1,2017-01-19 12:25:34,2017-01-19 12:33:08,1,0.4,1,N,233,170,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,11866,7.625,0.6980000000000001,6.625551341410196,0.199,0,thursday,0,1,0,0,jan
11867,59550423,2,2017-07-13 09:37:02,2017-07-13 09:47:11,1,0.93,1,N,237,162,1,8.0,0.0,0.5,1.5,0.0,0.3,10.3,11867,8.184126984126985,1.0392063492063492,7.351740389490233,0.17,0,thursday,1,0,0,0,jul
11869,90869581,2,2017-10-27 22:42:54,2017-10-27 22:51:02,1,0.82,1,N,234,186,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38,11869,9.177631578947368,1.1297368421052632,7.809406549197692,0.251,1,friday,0,0,0,1,oct
11871,93604,2,2017-01-08 03:23:16,2017-01-08 03:29:22,1,1.07,1,N,144,113,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,11871,5.272222222222222,0.97,6.401201666060539,0.2,1,sunday,0,0,0,1,jan
11872,112476175,1,2017-01-09 08:28:27,2017-01-09 08:46:58,1,1.8,1,N,229,107,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95,11872,10.89375,1.795,9.72386179466866,0.199,0,monday,1,0,0,0,jan
11874,51457017,2,2017-06-17 19:33:47,2017-06-17 19:51:02,1,2.27,1,N,231,79,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,11874,12.901190476190475,2.0535714285714284,10.689556362296294,0.2,1,saturday,0,0,1,0,jun
11876,31613730,1,2017-04-18 12:13:31,2017-04-18 12:33:00,1,2.8,1,N,162,238,1,14.5,0.0,0.5,0.0,0.0,0.3,15.3,11876,18.20277777777778,3.174166666666667,14.511992955107484,0.0,0,tuesday,0,1,0,0,apr
11878,111764842,2,2017-01-16 22:04:39,2017-01-16 22:42:42,1,9.11,1,N,138,233,1,34.5,0.5,0.5,4.0,5.54,0.3,45.34,11878,22.26111111111111,8.775555555555556,26.69719542243245,0.097,0,monday,0,0,0,1,jan
11879,102683839,1,2017-12-04 20:02:17,2017-12-04 20:10:41,1,1.4,1,N,234,79,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,11879,8.785416666666666,1.2804166666666668,8.110028297835685,0.199,0,monday,0,0,0,1,dec
11880,34580547,2,2017-04-26 13:57:21,2017-04-26 14:09:47,1,0.86,1,N,161,237,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,11880,8.365454545454545,1.0229090909090908,7.369866239325216,0.2,1,wednesday,0,1,0,0,apr
11881,49604837,2,2017-06-12 07:59:12,2017-06-12 08:18:12,1,2.89,1,N,229,43,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36,11881,16.8625,2.275,12.23630055661756,0.2,1,monday,1,0,0,0,jun
11882,6924835,2,2017-01-31 09:55:26,2017-01-31 10:00:29,1,1.84,1,N,65,45,1,7.5,0.0,0.5,2.49,0.0,0.3,10.79,11882,5.05,1.84,8.072922061584183,0.3,1,tuesday,1,0,0,0,jan
11883,21308373,2,2017-03-15 07:54:09,2017-03-15 08:26:26,1,2.6,1,N,143,236,1,19.5,0.0,0.5,3.04,0.0,0.3,23.34,11883,17.027777777777775,2.268333333333333,12.2691392402115,0.15,0,wednesday,1,0,0,0,mar
11885,21680369,2,2017-03-16 11:43:57,2017-03-17 00:00:00,1,7.53,1,N,138,170,1,50.5,0.0,0.5,11.37,5.54,0.3,68.21,11885,32.088235294117645,8.977058823529413,29.84120347502297,0.2,1,thursday,0,1,0,0,mar
11886,87725806,2,2017-10-18 09:01:39,2017-10-18 09:11:08,1,1.33,1,N,107,68,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,11886,11.846666666666666,1.3646666666666667,9.022421429865728,0.25,1,wednesday,1,0,0,0,oct
11888,17362583,1,2017-03-02 20:28:04,2017-03-02 20:28:20,1,1.1,5,N,49,49,1,29.7,0.0,0.0,6.0,0.0,0.3,36.0,11888,0.2666666666666666,1.1,5.373169181590939,0.2,1,thursday,0,0,0,1,mar
11889,89650912,2,2017-10-24 10:59:29,2017-10-24 11:32:44,1,2.42,1,N,211,68,1,20.0,0.0,0.5,1.2,0.0,0.3,22.0,11889,14.316666666666666,2.118888888888889,11.214737470930512,0.058,0,tuesday,0,1,0,0,oct
11890,21597877,2,2017-03-16 06:32:03,2017-03-16 06:41:06,3,2.16,1,N,151,237,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,11890,11.583333333333334,2.27,10.7972120746709,0.2,1,thursday,1,0,0,0,mar
11891,91086104,1,2017-10-28 15:35:44,2017-10-28 15:45:34,2,0.9,1,N,234,249,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,11891,7.873456790123457,1.0192592592592593,7.357158930747031,0.199,0,saturday,0,1,0,0,oct
11893,44743985,1,2017-05-24 22:06:44,2017-05-24 22:13:41,1,0.8,1,N,48,48,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,11893,5.3288617886178855,0.7217073170731707,6.032012731389626,0.2,1,wednesday,0,0,0,1,may
11895,106936332,2,2017-12-17 04:28:05,2017-12-17 04:40:27,5,3.3,1,N,161,24,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,11895,12.366666666666667,3.3,13.11253136372916,0.2,1,sunday,0,0,0,1,dec
11897,72375455,2,2017-08-27 22:35:49,2017-08-27 22:49:11,2,3.35,1,N,249,237,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,11897,11.675,3.425,13.102411875353694,0.2,1,sunday,0,0,0,1,aug
11898,79623278,1,2017-09-22 08:54:23,2017-09-22 08:59:08,1,0.5,1,N,90,107,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25,11898,7.696428571428571,0.9085714285714286,7.065111603367171,0.25,1,friday,1,0,0,0,sep
11899,86821253,2,2017-10-15 09:57:27,2017-10-15 10:21:28,2,9.23,3,N,230,265,1,44.5,0.0,0.0,3.0,10.5,0.3,58.3,11899,44.17222222222222,13.64,42.5278517548321,0.054,0,sunday,1,0,0,0,oct
11902,72398643,2,2017-08-28 03:44:41,2017-08-28 04:13:35,2,19.45,2,N,142,132,1,52.0,0.0,0.5,20.0,5.76,0.3,78.56,11902,48.95,20.77,52.0,0.342,1,monday,0,0,0,1,aug
11903,38452443,2,2017-05-06 01:52:13,2017-05-06 01:55:40,1,0.79,1,N,234,107,1,4.5,0.5,0.5,2.5,0.0,0.3,8.3,11903,5.390384615384615,0.6303846153846154,5.757391715597563,0.431,1,saturday,0,0,0,1,may
11905,94053409,1,2017-11-06 20:09:58,2017-11-06 20:31:44,1,4.4,1,N,43,7,1,18.0,0.5,0.5,3.85,0.0,0.3,23.15,11905,21.766666666666666,4.4,17.94940677143642,0.199,0,monday,0,0,0,1,nov
11906,77376801,1,2017-09-14 17:33:28,2017-09-14 18:08:02,1,2.6,1,N,237,113,1,20.5,1.0,0.5,2.0,0.0,0.3,24.3,11906,21.814285714285717,3.025714285714286,15.224019423012452,0.09,0,thursday,0,0,1,0,sep
